,datetime,latitude,longitude,city,state,duration,shape,comments
68959,2010-07-04 23:59:00,35.2427778,-81.0375,belmont,nc,120,fireball,Me and 3 friends saw a bright orange orb slowly fly in and out of view.
68963,2011-07-04 00:01:00,44.9444444,-93.0930556,saint paul,mn,300,triangle,Two triangular craft were seen over a populated area of South Saint Paul&#44 MN&#44 at midnight July 3&#44 to July 4&#44 2011.
68964,2011-07-04 00:01:00,44.9444444,-93.0930556,saint paul,mn,300,triangle,Update* from the 07-28-11 report of Triangle UFO seen over St. Paul&#44 MN&#44 July 4th&#44 2011.
68965,2011-07-04 00:05:00,36.1866667,-94.1286111,springdale,ar,60,triangle,Orangish triangle shaped flying object in nwa on july 4th 2011 around midnight flying north
68966,2011-07-04 00:48:00,45.4872222,-122.8025,beaverton,or,120,fireball,Fireball type UFO changed direction; stayed stationary then gained in altitude and flew off into horizon
68967,2011-07-04 01:50:00,41.4994444,-81.6955556,cleveland,oh,120,fireball,Fireball like object flying east to west along shoreline near downtown Cleveland
68968,2011-07-04 01:56:00,44.1858333,-88.4625,neenah,wi,180,unknown,Bright orange light  with no sound travels over Neenah sky
68969,2011-07-04 03:00:00,44.7433333,-92.8522222,hastings,mn,0,light,Hard to describe sighting that is lasting for a LONG time&#33
68970,2011-07-04 08:00:00,34.0122222,-117.6880556,chino,ca,180,disk,UFO over chino California caught on film...
68971,2011-07-04 09:30:00,42.2833333,-71.35,natick,ma,0,fireball,I thought it was a plane on fire headed towards Logan Airport...
68974,2011-07-04 18:30:00,40.7141667,-74.0063889,new york,ny,10800,light,Bright lights over New York&#33
68976,2011-07-04 19:00:00,47.6063889,-122.3308333,west seattle,wa,600,sphere,Do they Enjoy fireworks?
68977,2011-07-04 19:30:00,47.5288889,-121.8241667,snoqualmie,wa,1200,light,One white light and two red&#44 flying over Washington neighborhood on fourth of July
68978,2011-07-04 20:00:00,26.2708333,-80.2708333,coral springs,fl,0,circle,two Organg lights about 100ft.up going north on Coral Springs dr.at hispeed stop at Wiles rd.and went  up and out sight in les than 1/2
68979,2011-07-04 20:00:00,37.6938889,-85.8591667,elizabethtown,ky,240,circle,((HOAX??))  Orange circle moving slow across sky Elizabethtown&#44 KY.
68980,2011-07-04 20:00:00,28.0391667,-81.95,lakeland,fl,2,triangle,2 redish yellow flying objects in South Lakeland&#44 Florida spotted hovering through the air and then sped up and vanished.
68981,2011-07-04 20:00:00,37.9513889,-91.7711111,rolla,mo,300,fireball,Two burning lights at low altitude silently moving slowly in westward direction.
68982,2011-07-04 20:00:00,45.6388889,-122.6602778,vancouver,wa,180,unknown,Orange ball ufo muti witness 4th july vancouver WA
68983,2011-07-04 20:30:00,34.7391667,-112.0091667,cottonwood,az,180,circle,Glowing Red &amp; White Yellow Fireball&#44 Light panned back and forth
68984,2011-07-04 20:30:00,43.0247222,-83.0777778,imlay city,mi,300,light,Red&#44 Pink and Yellow lights rise slowly at horizon&#44 organize into evenly spaced vertical line&#44 then move off south and fade away.
68985,2011-07-04 20:30:00,35.5277778,-82.9597222,lake junaluska,nc,300,triangle,Triangle&#44 hovering then moving away slowly.  Single red light on and off at random.  No sound.
68986,2011-07-04 20:30:00,32.7444444,-117.2611111,ocean beach,ca,5400,light,3-4 lights in the sky before fireworks
68987,2011-07-04 20:30:00,47.1041667,-122.4333333,spanaway,wa,180,fireball,Several sightings over Spanaway&#44 WA&#44 of fireball objects with intentional direction of travel.
68988,2011-07-04 20:30:00,38.6591667,-87.1727778,washington,in,0,fireball,6 fireballs in slow succession&#44 moving north to south
68989,2011-07-04 20:30:00,41.6005556,-93.6088889,west des moines,ia,180,circle,2 red/orange spheres moving slowly appeared in des moines iowa.
68990,2011-07-04 20:35:00,42.4566667,-83.9463889,pinckney,mi,300,light,I was helping my nephue make water balloons when my mother said there was a silver light in the sky. I ran up to see&#44and it was a shini
68992,2011-07-04 21:00:00,45.1402778,-89.1522222,antigo,wi,20,light,3 orange lights over Antigo sky
68993,2011-07-04 21:00:00,38.9516667,-92.3338889,columbia,mo,60,triangle,Slow to very fast glowing orange triangle moved over entire horizon seen by 3 people in Columbia&#44 MO.
68994,2011-07-04 21:00:00,40.8616667,-80.2866667,ellwood city,pa,180,sphere,Last fourth of july&#44 my father and i were shooting off professional fireworks&#44 and after we were done&#44 my dad pointed to the sky and as
68995,2011-07-04 21:00:00,35.9819444,-87.1213889,fairview,tn,90,light,Triangular UFO rising from Nashville and heading south at amazing speed.
68996,2011-07-04 21:00:00,40.7072222,-73.6763889,franklin square,ny,120,fireball,Round object that appeared to have fire inside it
68997,2011-07-04 21:00:00,38.5969444,-90.5091667,manchester,mo,600,other,Red glowing orb traveling slowly towards west&#44 then hovering and moving a little east; no camera available; no reports made to other s
68998,2011-07-04 21:00:00,42.6388889,-83.2911111,pontiac,mi,1200,sphere,Odd glowing orange/red spheres
68999,2011-07-04 21:05:00,30.7619444,-86.5705556,crestview,fl,600,fireball,Fireball observing the fireworks&#33
69000,2011-07-04 21:05:00,44.7630556,-85.6205556,traverse city,mi,300,sphere,Red-Orange Orbs appeared over crowd prior to Fireworks Show in Traverse City&#44 Mi.  July 4&#44 2011
69001,2011-07-04 21:10:00,34.5958333,-92.4888889,bryant,ar,120,fireball,This may be an ISS sighting&#44 but I can&#39t locate sighting information for Little Rock&#44 AR of that date and had no internet access that e
69002,2011-07-04 21:15:00,38.4783333,-82.6380556,ashland,ky,900,light,Reddish orange light in the sky
69004,2011-07-04 21:15:00,35.9605556,-83.9208333,knoxville,tn,3600,fireball,Strange orange lights over Knoxville&#44 TN
69005,2011-07-04 21:15:00,38.2544444,-104.6086111,pueblo,co,60,circle,Orange lights in Colorado skies
69006,2011-07-04 21:15:00,45.5061111,-91.7380556,rice lake,wi,420,fireball,On July 4&#44 2011&#44 at approximately 21:15&#44 right after the first ten minutes of the fireworks display&#44 I noticed an orange fireball orb f
69008,2011-07-04 21:20:00,41.3405556,-87.6213889,beecher,il,60,triangle,Saw triangle shaped craft. 1 light on tip&#44 2 on back. made triangle over town.
69009,2011-07-04 21:20:00,39.0169444,-94.2813889,blue springs,mo,180,sphere,Fireball moving across the sky east to west during July 4th fireworks
69010,2011-07-04 21:20:00,42.2711111,-89.0938889,rockford,il,180,fireball,Single orange fireball that moved slowly East to West&#44 stopped and slowly disappeared.
69011,2011-07-04 21:25:00,41.3405556,-87.6213889,beecher,il,240,light,Three lights in Beecher&#44 Illinois.
69012,2011-07-04 21:25:00,41.5894444,-88.0577778,lockport,il,30,triangle,Two orange triangles moving simultaneously behind each other&#44 then after 20/30 seconds&#44 disappear on a clear stary night.
69015,2011-07-04 21:30:00,38.8338889,-104.8208333,colorado springs,co,180,disk,The flying objects seem to appear and dissapear without leaving a trail in the long exposure photos.
69016,2011-07-04 21:30:00,32.7947222,-116.9616667,el cajon,ca,600,circle,Small red light in the sky&#44 did not waver.
69017,2011-07-04 21:30:00,38.5925,-90.5869444,ellisville,mo,600,fireball,Nothings tops off a firework show like ufos&#33 In the middle of the show while I  was chilling with my girlfriend and her parents. Off th
69018,2011-07-04 21:30:00,40.5763889,-124.2627778,ferndale,ca,0,light,Red streak in photo 4th of july.
69019,2011-07-04 21:30:00,39.7136111,-82.5994444,lancaster,oh,900,egg,Witnessed a floating  pulsating orange ball&#44 that stopped glowing&#44 flashed blue/white lights&#44 glowed orange again&#44 then went out.
69020,2011-07-04 21:30:00,34.6991667,-86.7483333,madison,al,3600,light,Object darted across the sky and would stop on a dime and dart in another direction
69021,2011-07-04 21:30:00,36.5569444,-89.9663889,malden,mo,45,triangle,Three people saw a &quot;fireball ufo&quot; at  2 different times.
69022,2011-07-04 21:30:00,42.9763889,-88.1083333,new berlin,wi,60,circle,Orange glowing sphere over New Berlin Wisconsin
69023,2011-07-04 21:30:00,47.1555556,-122.4327778,parkland,wa,900,fireball,&quot;Fireball&quot; sighting south of Tacoma Washington lasted several minutes.
69024,2011-07-04 21:30:00,37.7477778,-84.2947222,richmond,ky,1800,circle,Red Orbs in the sky above Lake Reba in Richmond&#44 KY.
69025,2011-07-04 21:35:00,41.85,-87.65,chicago,il,1200,cigar,Another mysterious vehicle observed&#44 Chicago fireworks display&#44 July 4&#44 2011.
69026,2011-07-04 21:35:00,39.8855556,-104.9866667,northglenn,co,120,other,Crafts Watching Fireworks with enormous crowd below
69027,2011-07-04 21:37:00,33.9163889,-118.3516667,hawthorne,ca,180,fireball,Orange fireball over South Bay/L.A. county
69028,2011-07-04 21:40:00,42.6727778,-88.5444444,elkhorn,wi,600,light,Red Lights over Geneva Lakes area
69029,2011-07-04 21:40:00,47.885,-120.1572222,manson,wa,6,circle,Unidentified object fades from sight above Lake Chelan near Manson WA
69030,2011-07-04 21:40:00,41.5380556,-72.8075,meriden,ct,120,other,fireball orange object hovers through my yard in meriden
69031,2011-07-04 21:40:00,33.5016667,-81.9652778,north augusta,sc,120,fireball,Glowing round object hovered in sky going eastward from North Augusta/Edgefield area.
69032,2011-07-04 21:43:00,38.7838889,-90.4811111,st. charles,mo,600,fireball,Fireball spotted over saint charles missouri
69034,2011-07-04 21:45:00,42.6791667,-82.6538889,fair haven,mi,480,light,7 Adults Witness very large white/yellow glowing objects near the moon on July 4&#44 2011
69036,2011-07-04 21:45:00,37.4136111,-79.1425,lynchburg,va,240,light,Tonight myself and my son went to watch the 4th of July fireworks display at the local baseball stadium. We parked on a street behind a
69037,2011-07-04 21:45:00,42.8947222,-70.8716667,seabrook,nh,45,unknown,Orange light hovering by power plant
69038,2011-07-04 21:53:00,40.8,-96.6666667,lincoln,ne,120,light,I saw a bright orange light rise up from near ground-level&#44 hover a minute&#44 and then ascend up into the sky.
69039,2011-07-04 21:53:00,40.8,-96.6666667,lincoln,ne,120,light,Sorry - false alarm; the bright orange light I saw was just a flare.
69040,2011-07-04 21:55:00,42.0255556,-88.1783333,streamwood,il,20,fireball,Orange Glowing Orb low across from SE to NW a Yearly 7/4 site.
69042,2011-07-04 22:00:00,40.7569444,-72.9397222,bellport,ny,300,light,9 Red Lights that appeared in the night sky......
69043,2011-07-04 22:00:00,36.3647222,-93.5677778,berryville,ar,45,circle,Circular shaped craft&#44 luminous and silent  with a halo type glow around it flew directly overhead.
69044,2011-07-04 22:00:00,27.4986111,-82.575,bradenton,fl,300,oval,These were not fireworks nor planes of which  I have seen many  -   they were things I had never  seen before --
69045,2011-07-04 22:00:00,39.5236111,-87.125,brazil,in,1800,oval,Orange spheres in formation
69046,2011-07-04 22:00:00,34.5958333,-92.4888889,bryant,ar,180,light,Two slowly hovering amber lights.
69047,2011-07-04 22:00:00,39.1619444,-84.4569444,cincinnati,oh,900,teardrop,Pitch black UFOs with red-pink light that faded
69048,2011-07-04 22:00:00,35.3858333,-94.3983333,fort smith,ar,180,fireball,Orange fireball
69050,2011-07-04 22:00:00,39.6136111,-86.1066667,greenwood,in,1800,fireball,Six Fireballs Spotted
69051,2011-07-04 22:00:00,34.7302778,-86.5861111,huntsville,al,4500,circle,Red moving dot above Alabama on July 4th
69052,2011-07-04 22:00:00,38.2541667,-85.7594444,louisville,ky,60,circle,Small fireball object in the sky that moved real slow&#44 stopped  a few seconds and then was gone.
69053,2011-07-04 22:00:00,41.5622222,-72.6511111,middletown,ct,420,circle,Two orange circle lights flying  side-by-side; one went straight up and the other went off into the distance and both disappeared.
69054,2011-07-04 22:00:00,40.1933333,-85.3863889,muncie,in,180,light,saw glowing orange ball of light and ghostly face
69055,2011-07-04 22:00:00,40.1933333,-85.3863889,muncie,in,240,light, ((HOAX??))  4th  of July ufo and a image of a ghostly alien face very disturbing.
69056,2011-07-04 22:00:00,41.375,-81.9083333,olmsted falls,oh,70,light,Six persons witnessed six orange lights passing over Olmsted Falls&#44 Ohio amid fireworks displays.
69057,2011-07-04 22:00:00,41.2586111,-95.9375,omaha,ne,600,circle,The object was moving abnormally&#44 with orange rectangular lights around the sides of it that went dim and then very bright.
69058,2011-07-04 22:00:00,43.6227778,-87.7944444,oostburg,wi,300,light,Moving horizontally then vertically&#44 red/yellow orb&#44 noiseless&#44 able to go vertical at a quick speed and change positions quickly
69059,2011-07-04 22:00:00,41.9583333,-70.6677778,plymouth,ma,60,changing,There was a silent white light floating just above the trees. Then it was gone. Words cant discribe what we saw.
69060,2011-07-04 22:00:00,36.5816667,-86.5163889,portland,tn,60,circle,Addition to Orange/Red Orb July 4th 2011
69061,2011-07-04 22:00:00,36.5816667,-86.5163889,portland,tn,60,circle,Orange/Red Orb July 4th 2011
69062,2011-07-04 22:00:00,46.2852778,-95.8705556,underwood,mn,2700,light,Solid individual orange-yellow lights flying from SW tracking directly into an intense lightning storm roughly 15 min apart..
69063,2011-07-04 22:00:00,47.2358333,-122.5491667,university place,wa,300,sphere,07/04/11 - University Place&#44 WA - Spherical UFO with vertical running electric flames on the side of the craft
69064,2011-07-04 22:00:00,21.3866667,-158.0091667,waipahu,hi,0,triangle,I can&#39t belive i&#39m seeing this in hawaii.
69065,2011-07-04 22:00:00,41.7,-71.4166667,warwick,ri,1200,fireball,Red lights in the sky on the 4th of july
69067,2011-07-04 22:07:00,40.1538889,-79.7413889,smithton,pa,20,fireball,Unusual pulsating ball of light.
69068,2011-07-04 22:10:00,40.0638889,-80.7211111,wheeling,wv,300,oval,yellow or orange lights east bound on I-70 over wheeling wv.
69069,2011-07-04 22:15:00,45.7833333,-108.5,billings,mt,3600,light,6 sightings of red-orange crafts over Billings Montana July 4th 2011 10pm to 11pm
69070,2011-07-04 22:15:00,43.0125,-83.6875,flint,mi,300,fireball,Orange firey object floating in night sky&#33
69071,2011-07-04 22:15:00,46.1469444,-122.9072222,kelso,wa,120,oval,Orange object approximate 2 minute sighting.
69072,2011-07-04 22:15:00,42.5936111,-83.5994444,milford,mi,120,fireball,Slow moving fireball in sky
69073,2011-07-04 22:15:00,48.2325,-101.2958333,minot,nd,60,oval,Bright orange fast mover.
69074,2011-07-04 22:25:00,38.4088889,-121.3705556,elk grove,ca,10,circle,Four round&#44 lit craft flyhing in a low&#44 v formation over Elk Grove&#44 Ca.
69075,2011-07-04 22:25:00,40.5866667,-122.3905556,redding,ca,4,disk,One ship disk shape with symmetrical lights around it zoomed through sky in a and then disappeared.
69076,2011-07-04 22:25:00,43.7291667,-87.8105556,sheboygan falls,wi,60,light,Yellow/orange ball of ligt with NO sound.
69077,2011-07-04 22:30:00,44.7319444,-93.2175,apple valley,mn,180,fireball,10 witnesses saw a reddish orange glowing silent object starting in the south hemisphere and dissappearing 3-4 min later in the north
69078,2011-07-04 22:30:00,42.3313889,-83.0458333,detroit,mi,3600,sphere,It looked like a flaming ball of fire moving at  fast rate of speed from the South to the North.
69079,2011-07-04 22:30:00,47.9791667,-122.2008333,everett,wa,120,oval,Bright red orb seen on July 4th
69080,2011-07-04 22:30:00,43.0125,-83.6875,flint,mi,1200,sphere,I was sitting in my backyard facing north at about 22:45 hours on July 4th&#44 2011.  In the sky to the north of where I was sitting a lar
69081,2011-07-04 22:30:00,47.9505556,-124.3841667,forks,wa,180,fireball,Ball of fire floating over Forks&#44 WA during the 4th of July fireworks display
69082,2011-07-04 22:30:00,39.7561111,-99.3236111,phillipsburg,ks,180,sphere,My wife&#44 myself and some friends were coming into our town when witnessed what I wanted to call a Chinese lantern. It flew right over t
69083,2011-07-04 22:30:00,39.0094444,-98.3938889,sylvan grove,ks,300,fireball,Unidentified&#44 slow-moving glowing object&#44 Sylvan Grove&#44 Kansas
69084,2011-07-04 22:30:00,38.7627778,-93.7358333,warrensburg,mo,600,fireball,Orange balls of light&#44  Not lights on object&#44 object was light. will be back July 4th.
69085,2011-07-04 22:31:00,41.1280556,-101.7191667,ogallala,ne,300,sphere,Yellow spheres over Ogallala
